drug_name,target,ChemicalStructure
"1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE",DNA polymerase I,[H][C@@]1(O)CC2=C3C=CC4=CC=CC5=CC=C(C=C2[C@@]([H])(O)[C@]1([H])O)C3=C45
"1,2,4-Triazole",Carbonic anhydrase 2,N1C=NC=N1
"1,2,4-Triazole-Carboxamidine","Nitric oxide synthase, endothelial",NC(=[NH2+])N1C=NC=N1
"1,2,5,8-tetrahydroxyanthracene-9,10-dione",Casein kinase II subunit alpha,OC1=C(O)C2=C(C=C1)C(=O)C1=C(O)C=CC(O)=C1C2=O
"1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE",Tyrosine-protein phosphatase non-receptor type 1,O=C1CN(C2=CC=CC=C2)S(=O)(=O)N1
"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",Phospholipase C,CCCCC(=O)OC[C@H](CO[P@@]([S-])(=S)OCC[N+](C)(C)C)OC(=O)CCCC
"1,2-Dichloro-Propane",Haloalkane dehalogenase,C[C@@H](Cl)CCl
"1,2-Dihydroxybenzene","Biphenyl-2,3-diol 1,2-dioxygenase",OC1=CC=CC=C1O
"1,2-Dihydroxybenzene","Catechol 1,2-dioxygenase",OC1=CC=CC=C1O
"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",V-type sodium ATPase subunit K,CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC
"1,2-diacyl-sn-glycero-3-phosphoinositol",Phosphatidylinositol transfer protein alpha isoform,[H]\C(CCCCCCCC)=C(\[H])CCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
"1,3,2-Dioxaborolan-2-Ol",Trypsin-3,OB1OCCO1
"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,OC1=CC=C(CN2C3=C(CCN(C3)C(=O)C3=CC=C(O)C=C3)C3=CC=CC=C23)C=C1
"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",3-dehydroquinate dehydratase,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CCCOC2=CC=CC=C2)[C@@]1([H])O)C(O)=O
"1,3,5-BENZENETRICARBOXYLIC ACID",Hemoglobin subunit alpha,OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O
"1,3,5-BENZENETRICARBOXYLIC ACID",Hemoglobin subunit beta,OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O
"1,3,5-Trichloro-Benzene",Camphor 5-monooxygenase,ClC1=CC(Cl)=CC(Cl)=C1
"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",Nuclear receptor coactivator 1,C=C1\C(=C/C=C2\CCC[C@]3(C)[C@]([H])(CC[C@@]23[H])C#CC#CC(C)(O)C)C[C@](O)([H])C[C@@]1(O)[H]
"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",Vitamin D3 receptor,C=C1\C(=C/C=C2\CCC[C@]3(C)[C@]([H])(CC[C@@]23[H])C#CC#CC(C)(O)C)C[C@](O)([H])C[C@@]1(O)[H]
"1,3-DIPHENYLUREA",Epoxide hydrolase,O=C(NC1=CC=CC=C1)NC1=CC=CC=C1
"1,3-Propandiol",Haloalkane dehalogenase,OCCCO
"1,3-Propandiol",ADP-ribosylation factor 1,OCCCO
"1,4-Butanediol",Ribosomal small subunit pseudouridine synthase A,OCCCCO
"1,4-Butanediol","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",OCCCCO
"1,4-Butanediol","Phospholipase A2, membrane associated",OCCCCO
"1,4-Butanediol",Penicillin-insensitive murein endopeptidase,OCCCCO
"1,4-Butanediol",Group IIE secretory phospholipase A2,OCCCCO
"1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose",Alpha-amylase,[H][C@]1(O)OC(=C)[C@@]([H])(N[C@@]2([H])C=C(C=O)C(=O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",Fibroblast growth factor 2,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O)C(O)=O
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O)C(O)=O
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",Annexin A5,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O)C(O)=O
"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",Fibroblast growth factor 2,[H][C@]1(O)O[C@@]([H])(C(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O
"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",Annexin A5,[H][C@]1(O)O[C@@]([H])(C(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O
"1,4-Diethylene Dioxide",Tumor necrosis factor ligand superfamily member 13B,C1COCCO1
"1,4-Diethylene Dioxide",Subtilisin Carlsberg,C1COCCO1
"1,4-Diethylene Dioxide",Structural polyprotein,C1COCCO1
"1,4-Diethylene Dioxide",Epsin-1,C1COCCO1
"1,4-Diethylene Dioxide",Transforming growth factor beta-3,C1COCCO1
"1,4-Dithiothreitol",Mitochondrial peptide methionine sulfoxide reductase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Retinal dehydrogenase 1,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",3-hydroxy-3-methylglutaryl-coenzyme A reductase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Maleylacetoacetate isomerase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Listeriolysin regulatory protein,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Thymidylate synthase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Spermidine/spermine N(1)-acetyltransferase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Histidinol dehydrogenase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Holo-[acyl-carrier-protein] synthase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Shikimate dehydrogenase (NADP(+)),O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Peptidyl-prolyl cis-trans isomerase B,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Amylosucrase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Unsaturated glucuronyl hydrolase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol","3-carboxy-cis,cis-muconate cycloisomerase",O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",50S ribosomal protein L27,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Organic hydroperoxide resistance protein,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Cyclic pyranopterin monophosphate synthase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",C protein alpha-antigen,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Chaperone protein TorD,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Axin-1,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Triosephosphate isomerase,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Calcium/calmodulin-dependent protein kinase type II subunit alpha,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Galectin-1,O[C@@H](CS)[C@@H](O)CS
"1,4-Dithiothreitol",Transient receptor potential cation channel subfamily M member 7,O[C@@H](CS)[C@@H](O)CS
"1,4-dithio-alpha-D-glucopyranose",Alpha-amylase 2B,[H][C@@]1(O)[C@@]([H])(O)[C@]([H])(S)[C@@]([H])(CO)O[C@]1([H])S
"1,4-dithio-beta-D-glucopyranose",Endoglucanase F,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S
"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol",Trypsin-1,[H]N=C(N([H])[H])C1=CC=C(O[C@@H]2CO[C@]3([H])[C@H](CO[C@]23[H])OC2=CC=CC(=C2)C(=N[H])N([H])[H])C=C1
"1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide",Cathepsin K,[H][C@@](CC(C)C)(N=C(O)OCC1=CC=CC=C1)C(O)=NNC(O)=NN=C(O)[C@]([H])(CC(C)C)N=C(O)OCC1=CC=CC=C1
"1,6-DI-O-PHOSPHONO-D-MANNITOL",Fructose-bisphosphate aldolase A,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
"1,6-DIHYDROXY NAPHTHALENE",Prenyltransferase,OC1=CC=C2C(O)=CC=CC2=C1
"1,6-Diaminohexane","Agmatinase, putative",NCCCCCCN
"1,6-Fructose Diphosphate (Linear Form)",Fructose-bisphosphate aldolase A,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O
"1,6-Fructose Diphosphate (Linear Form)",Fructose-bisphosphate aldolase B,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O
"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",Casein kinase II subunit alpha,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC(=C1C2=O)[N+]([O-])=O
"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",Casein kinase II subunit alpha,OC1=CC=C(C2=C1C(=O)C1=C(O)C=CC=C1O2)[N+]([O-])=O
"1,N6-Ethenoadenine",Endonuclease III,N1C=NC2=C1N=CN1C=CN=C21
1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE,Adenosine deaminase,[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)CCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O
"1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE",Adenosine deaminase,[H][C@@](C)(O)[C@]([H])(CCC1=CC=CC2=C1OC(=N2)C1=CC=C(Cl)C=C1)N1C=NC(=C1)C(N)=O
"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)-6-HYDROXYPYRIMIDINE-2,4(1H,3H)-DIONE",Uridine phosphorylase,OCCOCN1C(=O)NC(=O)C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)=C1O
"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",Uridine phosphorylase,OCCOCN1C=C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)C(=O)NC1=O
"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",Uridine phosphorylase,OCCOCN1C=C(SC2=CC=CC=C2)C(=O)NC1=O
"1-((2-HYDROXYETHOXY)METHYL)-5-BENZYLPYRIMIDINE-2,4(1H,3H)-DIONE",Uridine phosphorylase,OCCOCN1C=C(CC2=CC=CC=C2)C(=O)NC1=O
"1-((2-HYDROXYETHOXY)METHYL)-5-BENZYLPYRIMIDINE-2,4(1H,3H)-DIONE",Uridine phosphorylase 1,OCCOCN1C=C(CC2=CC=CC=C2)C(=O)NC1=O
"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",Tryptase alpha/beta-1,CSC1=C2C=CC=CC2=C(S1)C(=O)N1CCC2(COC3=C2C=C(CN)C=C3)CC1
"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine",Glutaryl-CoA dehydrogenase,CN1CCN(C)C2=CC(CN)=CC=C12
"1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE",Maltose-binding periplasmic protein,CC1(C)CC(CC(C)(C)N1O)N1C(=O)CCC1=O
"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Proto-oncogene tyrosine-protein kinase Src,CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1
1-(1-phenylcyclopentyl)methylamine,Dipeptidyl peptidase 4,NCC1(CCCC1)C1=CC=CC=C1
"1-(2,2'-bithiophen-5-yl)methanamine",Leukotriene A-4 hydrolase,NCC1=CC=C(S1)C1=CC=CS1
"1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",Pyruvate kinase PKM,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1
"1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",Ribonuclease pancreatic,[H][C@@]1(O)C[C@]([H])(O[C@@]1([H])CN1CCCC1)N1C=C(C)C(=O)NC1=O
"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperazin-1-Yl-3,4-Dihydroquinazolin-2(1h)-One",Mitogen-activated protein kinase 14,FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl
"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",Mitogen-activated protein kinase 14,FC1=CC=C(C(F)=C1)C1=CC(=CC2=C1CCC(=O)N2C1=C(Cl)C=CC=C1Cl)C1CCNCC1
1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,Trypsin-1,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1
"1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE",Genome polyprotein,OC1=C(C(=O)N(CCC2CC2)C2=C1C=C(F)C=C2)C1=NC2=CC=CC=C2S(=O)(=O)N1
"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","cAMP-specific 3',5'-cyclic phosphodiesterase 4B",CCOC(=O)C1=C(C)N(N=C1C)C1=C(Cl)C=CC=C1
1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,Uracil-DNA glycosylase,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=CC2=C(C)C=CC=C12
1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE,DNA polymerase,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=CC2=CC(=CC=C12)[N+]([O-])=O
"1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione",Ribonuclease pancreatic,[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(F)[C@]1([H])OP(O)(O)=O
1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC2=CC=CC=C2F)C1=O
1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,Gag-Pol polyprotein,CC1=C(SC2=CC=CC=C2)N(COCCO)C(=O)NC1=O
"1-(2-{[(6-AMINO-2-METHYLPYRIDIN-3-YL)METHYL]AMINO}ETHYL)-6-CHLORO-3-[(2,2-DIFLUORO-2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL",Prothrombin,[H][C@]1(N)CCC([H])(CNCCN2C(Cl)=CN=C(NCC(F)(F)C3=CC=CC=N3)C2([H])O)C([H])(C)N1
"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",Cyclin-A2,CC1=NC(=NN1C1=CC(Cl)=CC(Cl)=C1)C(O)=O
"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",Cyclin-dependent kinase 2,CC1=NC(=NN1C1=CC(Cl)=CC(Cl)=C1)C(O)=O
"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",Cyclin-dependent kinase 2,CN1CCN(CC1)NC(=O)NC1=CC=CC2=C1C(=O)C1=C(NN=C21)C1=C(C)N=C(C)S1
1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,Interleukin-1 receptor-associated kinase 4,CC(C)(C)C(=O)OC1=CC=C2N(CCCO)C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)=NC2=C1
1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,Cytochrome P450 130,CC1=CC=CC(=C1)N1C=NC2=CC(N)=CC=C12
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,Angiotensin-converting enzyme,[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,FEZ-1 protein,[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,Carbapenem-hydrolyzing beta-lactamase BlaB-1,[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,Metallo-beta-lactamase L1,[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,Beta-lactamase,[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,"Organic hydroperoxide resistance protein, putative",[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",Mitogen-activated protein kinase 10,COC1=CC2=C(C=C1Cl)C(=NCC2)C1=CC=CC(Br)=C1
1-(3-chloro-4-methylphenyl)-3-{2-[({5-[(dimethylamino)methyl]-2-furyl}methyl)thio]ethyl}urea,Gag-Pol polyprotein,CN(C)CC1=CC=C(CSCCNC(=O)NC2=CC=C(C)C(Cl)=C2)O1
1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea,Trypsin-1,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1
"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","cAMP-specific 3',5'-cyclic phosphodiesterase 4D",CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(N)C=C1
"1-(4-CYANO-PHENYL)-3-[2-(2,6-DICHLORO-PHENYL)-1-IMINO-ETHYL]-THIOUREA",Gag-Pol polyprotein,ClC1=CC=CC(Cl)=C1CC(=N)NC(=S)NC1=CC=C(C=C1)C#N
1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,Thyroid hormone receptor beta,CCCCCCC1=CC=C(C=C1)C(=O)C=C
1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,Prostaglandin G/H synthase 1,COC1=CC=C2N(C(=O)C3=CC=C(I)C=C3)C(C)=C(CC(O)=O)C2=C1
"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","cAMP-specific 3',5'-cyclic phosphodiesterase 4D",CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(OC)C=C1
1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid,Trypsin-1,[H][C@](CCCNC(N)=N)(C=O)[C@]([H])(N=C(O)N1CCN(CC1)C(O)=NC(C)(C)C)C(O)=O
"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",Hepatocyte growth factor receptor,FC1=CC=C(C=C1)N1C=CC=C(C(=O)NC2=CC=C(OC3=CC=NC4=C3C=CN4)C(F)=C2)C1=O
1-(4-thiophen-2-ylphenyl)methanamine,Leukotriene A-4 hydrolase,NCC1=CC=C(C=C1)C1=CC=CS1
1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid,Orotidine 5'-phosphate decarboxylase,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(=O)CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O
1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA,Gag-Pol polyprotein,[H][C@@]1(C[C@@]1([H])C1=C(F)C=CC(C(=O)CC)=C1O)NC(=O)NC1=NC=C(Br)C=C1
"1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA",Serine/threonine-protein kinase Chk1,COC1=CC(OC)=C(NC(=O)NC2=NC=C(N=C2)C#N)C=C1Cl
1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA,Serine/threonine-protein kinase Chk1,[H][C@](C)(CN(C)C)OC1=CN=CC(NC(=O)NC2=C(OC)C=CC(Cl)=C2)=N1
"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",3-oxoacyl-[acyl-carrier-protein] synthase 3,OC(=O)CCCCCN1C(=CC2=C1C=CC(OCC1=C(Cl)C=CC=C1Cl)=C2)C(O)=O
1-(5-Chloroindol-3-Yl)-3-Hydroxy-3-(2h-Tetrazol-5-Yl)-Propenone,Gag-Pol polyprotein,[H]\C(=C(\O)C1=NNN=N1)C(=O)C1=CNC2=C1C=C(Cl)C=C2
"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",Cyclin-dependent kinase 2,[H][C@]1(CCCN1)C1=CC(NC(=O)NC2=CC=CC3=C2[C@]2([H])CCCN2C3=O)=NN1
"1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE",Proline iminopeptidase,CNCC(=O)C1=NN=C(O1)C(C)(C)C
1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,Mitogen-activated protein kinase 14,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C
1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea,Mitogen-activated protein kinase 14,CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C
1-(5-phospho-D-ribosyl)-ATP,ATP phosphoribosyltransferase,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN(C1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C2=N
"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",Aurora kinase A,CN1N=CC2=C1C(NCCC1=CN=C(NC(=O)NC3=CC=CC(=C3)C(F)(F)F)S1)=NC=N2
"1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE","Nitric oxide synthase, inducible",NC1=NC2(CCN(CC2)C(=O)C2=CC=C(N=C2)C#N)NC2=C(F)C=CC(F)=C12
1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,Cellular tumor antigen p53,CCN1C2=CC=C(CNC)C=C2C2=C1C=CC=C2
"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",Glycylpeptide N-tetradecanoyltransferase 2,[H][C@](O)(CNC1CCCCC1)CN1C2=C(CCCC2)C2=C1C=CC(C)=C2
1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,Prothrombin,OCCCCCCCCNCO
"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",Camphor 5-monooxygenase,CCCCCC[C@](O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1Cl
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,N-(5'-phosphoribosyl)anthranilate isomerase,[H][C@@](O)(CNC1=CC=CC=C1C(O)=O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,Tryptophan biosynthesis protein TrpCF,[H][C@@](O)(CNC1=CC=CC=C1C(O)=O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O
1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,Cathepsin K,[H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O
